block	category	source_text	current_translation	recommended_translation	status	source_location	object_context	neighbouring_strings	layout_risk	where_to_fix	notes
SearchResultPaper	event	Below, I heard a deep rumble, followed by the very thing I was searching for.			needs-context	:	type=TextAsset; name=journals; dump=resources.assets/TextAsset/158__journals.txt	The air smelled putrid, and when I looked around… the sea was red. Deep red. Like, actu... | The air smelled putrid, and when I looked around… the sea was red. Deep red. Like, actu... | I equipped my diving gear to investigate. || It was searching for me, too. | Deep Red | 259	low/medium: verify in runtime	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
SearchResultPaper	event	I equipped my diving gear to investigate.			needs-context	:	type=TextAsset; name=journals; dump=resources.assets/TextAsset/158__journals.txt	bloodwater_scuba_attack | The air smelled putrid, and when I looked around… the sea was red. Deep red. Like, actu... | The air smelled putrid, and when I looked around… the sea was red. Deep red. Like, actu... || Below, I heard a deep rumble, followed by the very thing I was searching for. | It was searching for me, too. | Deep Red	low/medium: verify in runtime	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
SearchResultPaper	event	I fear I just lost my only chance at escape.			needs-context	:	type=TextAsset; name=journals; dump=resources.assets/TextAsset/158__journals.txt	283 | helicopter_tried_to_warn | I fear I just lost my only chance at escape.<br>An actual helicopter was searching near... || An actual helicopter was searching near the boat for only a short time. I tried everyth... | They’ll probably pronounce me dead. | S.O.S	low/medium: verify in runtime	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
SearchResultPaper	event	It was searching for me, too.			needs-context	:	type=TextAsset; name=journals; dump=resources.assets/TextAsset/158__journals.txt	The air smelled putrid, and when I looked around… the sea was red. Deep red. Like, actu... | I equipped my diving gear to investigate. | Below, I heard a deep rumble, followed by the very thing I was searching for. || Deep Red | 259 | bloodwater_scuba_food	low/medium: verify in runtime	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
SearchResultPaper	result/search	RESULT/SEARCH paper title			needs-context	:	type=manual		low/medium: verify in runtime	review block context before source_queue change	player-facing category but context still needs review; Known v1.1.2/v0.1.2 bug: result/search paper overlaps with `ПОИСКА`; do not change global UI layout blindly.
SearchResultPaper	result/search	RESULT/SEARCH paper title / ПОИСКА overlap			needs-context	:	type=manual		low/medium: verify in runtime	review block context before source_queue change	player-facing category but context still needs review; Known visual bug: result/search paper title overlaps with ПОИСКА; review layout/text without global UI layout changes.
SearchResultPaper	event	They’ll probably pronounce me dead.			needs-context	:	type=TextAsset; name=journals; dump=resources.assets/TextAsset/158__journals.txt	I fear I just lost my only chance at escape.<br>An actual helicopter was searching near... | I fear I just lost my only chance at escape. | An actual helicopter was searching near the boat for only a short time. I tried everyth... || S.O.S | 240 | helicopter_sleep	low/medium: verify in runtime	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
LeftNotification	notification	Boat Damaged	Шлюпка	Шлюпка	done	:	type=MonoBehaviour; name=Title		medium: verify compact fit in runtime	translations/source_queue.tsv	player-facing category but context still needs review; MonoBehaviour length-prefixed string; script=unknown:2177; length=12
LeftNotification	notification	Item Broken	Сломано	Сломано	done	:	type=manual		medium: verify compact fit in runtime	translations/source_queue.tsv	complete screenshot/high-confidence source text; Known bug: singular Item Broken remains untranslated.
LeftNotification	result/search	Item Found	Найдено	Найдено	done	:	type=manual		medium: verify compact fit in runtime	translations/source_queue.tsv	player-facing category but context still needs review; project translation table entry
LeftNotification	notification	Item Lost	Потеряно	Потеряно	done	:	type=manual		medium: verify compact fit in runtime	translations/source_queue.tsv	complete screenshot/high-confidence source text; manual evidence seed
LeftNotification	notification	Items Broken	Сломано	Сломано	done	:	type=MonoBehaviour; name=Title; script=Unity.TextMeshPro:TMPro.TextMeshProUGUI; gameobject=Title; dump=level3/MonoBehaviour/4335__Title.json		medium: verify compact fit in runtime	translations/source_queue.tsv	complete screenshot/high-confidence source text; Same English item text exists in both versions but serialized locations differ. v1.1.2 locations=level3:4303:raw_length_prefixed@807068:Title; level3::raw_ascii@807068:; translations/source_queue.tsv:::; patches/xunity_autotranslator/BepInEx/Translation/ru/Text/_AutoGeneratedTranslations.txt:::; v1.1.3 locations=level3:4335:raw_length_prefixed@810780:Title; level3::raw_ascii@810780:; translations/source_queue.tsv:::; patches/xunity_autotranslator/BepInEx/Translation/ru/Text/_AutoGeneratedTranslations.txt:::. Use source text plus neighbouring object context, not path_id/list index.
LeftNotification	result/search	Items Found	Найдено:	Найдено:	done	:	type=MonoBehaviour; name=Title; script=Unity.TextMeshPro:TMPro.TextMeshProUGUI; gameobject=Title; dump=level3/MonoBehaviour/4383__Title.json		medium: verify compact fit in runtime	translations/source_queue.tsv	complete readable Unity text context; Same English item text exists in both versions but serialized locations differ. v1.1.2 locations=level3:4351:raw_length_prefixed@832716:Title; level3::raw_ascii@832716:; translations/source_queue.tsv:::; patches/xunity_autotranslator/BepInEx/Translation/ru/Text/_AutoGeneratedTranslations.txt:::; v1.1.3 locations=level3:4383:raw_length_prefixed@836428:Title; level3::raw_ascii@836428:; translations/source_queue.tsv:::; patches/xunity_autotranslator/BepInEx/Translation/ru/Text/_AutoGeneratedTranslations.txt:::. Use source text plus neighbouring object context, not path_id/list index.
LeftNotification	notification	Items Lost	Потеряно	Потеряно	done	:	type=MonoBehaviour; name=Title; script=Unity.TextMeshPro:TMPro.TextMeshProUGUI; gameobject=Title; dump=level3/MonoBehaviour/4361__Title.json		medium: verify compact fit in runtime	translations/source_queue.tsv	complete screenshot/high-confidence source text; Same English item text exists in both versions but serialized locations differ. v1.1.2 locations=level3:4329:raw_length_prefixed@820988:Title; level3::raw_ascii@820988:; translations/source_queue.tsv:::; patches/xunity_autotranslator/BepInEx/Translation/ru/Text/_AutoGeneratedTranslations.txt:::; v1.1.3 locations=level3:4361:raw_length_prefixed@824700:Title; level3::raw_ascii@824700:; translations/source_queue.tsv:::; patches/xunity_autotranslator/BepInEx/Translation/ru/Text/_AutoGeneratedTranslations.txt:::. Use source text plus neighbouring object context, not path_id/list index.
NightEventChoice	unknown	... Just wait here.	... Просто жди здесь.	... Просто жди здесь.	done	:	type=MonoBehaviour; name=FriendText_who; script=Unity.TextMeshPro:TMPro.TextMeshProUGUI; gameobject=FriendText_who; dump=level4/MonoBehaviour/10350__FriendText_who.json		low/medium: verify in runtime	translations/source_queue.tsv	complete readable Unity text context; MonoBehaviour length-prefixed string; script=unknown:2177; length=19
NightEventChoice	item	Check the back?	Посмотреть назад?	Посмотреть назад?	done	:	type=MonoBehaviour; name=FishIntoBoat; script=Assembly-CSharp:NightEventScript; dump=sharedassets1.assets/MonoBehaviour/508__FishIntoBoat.json	FishIntoBoat | FishIntoBoat | sleep	low/medium: verify in runtime	translations/source_queue.tsv	complete readable Unity text context; Same English item text exists in both versions but serialized locations differ. v1.1.2 locations=sharedassets1.assets:498:raw_length_prefixed@9841040:FishIntoBoat; v1.1.3 locations=sharedassets1.assets:508:raw_length_prefixed@7320688:FishIntoBoat. Use source text plus neighbouring object context, not path_id/list index.
NightEventChoice	ui	Send Row Instead?	Отправить Роу?	Отправить Роу?	done	:	type=MonoBehaviour; name=Text (TMP); script=Unity.TextMeshPro:TMPro.TextMeshProUGUI; gameobject=Text (TMP); dump=level4/MonoBehaviour/10316__Text_TMP.json		low/medium: verify in runtime	translations/source_queue.tsv	complete readable Unity text context; MonoBehaviour length-prefixed string; script=unknown:2177; length=17
NightEventChoice	unknown	Try skipping the night?	Попробовать пропустить ночь?	Попробовать пропустить ночь?	done	:	type=MonoBehaviour; name=help_guardyou_night_01	help_guardyou_night_01	low/medium: verify in runtime	translations/source_queue.tsv	unclassified candidate; MonoBehaviour length-prefixed string; script=unknown:2251; length=23
NightEventResult	runtime-screenshot	You sleep guarded tonight...	Сегодня вы спите под охраной...	Сегодня вы спите под охраной...	done	:	category=runtime-screenshot		low/medium: verify in runtime	translations/source_queue.tsv	manual runtime screenshot seed
FishingResultCard	unknown	<b>Weight:</b>	<b>Вес:</b>		done	:	type=manual		medium: verify compact fit in runtime	review block context before source_queue change	unclassified candidate; project XUnity dictionary entry
FishingResultCard	unknown	Weight:	Вес:	Вес:	done	:	type=manual		medium: verify compact fit in runtime	translations/source_queue.tsv	unclassified candidate; project translation table entry
