priority	cluster_id	category	source_text	current_translation	recommended_translation	status	source_location	object_context	neighbouring_strings	where_to_fix	risk	notes
3	resources.assets:164	unknown	elects to apply CC0 to the Work and publicly distribute the Work under its			needs-review	resources.assets:path_id=164:m_Script.line[36][0]	type=TextAsset; name=COPYING; dump=resources.assets/TextAsset/164__COPYING.txt	"expectation of additional consideration or compensation, the person | associating CC0 with a Work (the ""Affirmer""), to the extent that he or she | is an owner of Copyright and Related Rights in the Work, voluntarily || terms, with knowledge of his or her Copyright and Related Rights in the | Work and the meaning and intended legal effect of CC0 on those rights. | 1. Copyright and Related Rights. A Work made available under CC0 may be"	needs context before choosing dictionary/runtime/plugin fix	medium: needs narrative context and speaker/event validation	TextAsset payload/string-table cell
3	resources.assets:164	unknown	equitable action to disrupt the quiet enjoyment of the Work by the public			needs-review	resources.assets:path_id=164:m_Script.line[77][0]	type=TextAsset; name=COPYING; dump=resources.assets/TextAsset/164__COPYING.txt	member of the public at large and to the detriment of Affirmer's heirs and | successors, fully intending that such Waiver shall not be subject to | revocation, rescission, cancellation, termination, or any other legal or || as contemplated by Affirmer's express Statement of Purpose. | 3. Public License Fallback. Should any part of the Waiver for any reason | be judged legally invalid or ineffective under applicable law, then the	needs context before choosing dictionary/runtime/plugin fix	medium: needs narrative context and speaker/event validation	TextAsset payload/string-table cell
3	resources.assets:164	unknown	European Parliament and of the Council of 11 March 1996 on the legal			needs-review	resources.assets:path_id=164:m_Script.line[55][0]	type=TextAsset; name=COPYING; dump=resources.assets/TextAsset/164__COPYING.txt	v. rights protecting the extraction, dissemination, use and reuse of data | in a Work; | vi. database rights (such as those arising under Directive 96/9/EC of the || protection of databases, and under any national implementation | thereof, including any amended or successor version of such | directive); and	needs context before choosing dictionary/runtime/plugin fix	medium: needs narrative context and speaker/event validation	TextAsset payload/string-table cell
3	resources.assets:164	unknown	exclusive Copyright and Related Rights (defined below) upon the creator			needs-review	resources.assets:path_id=164:m_Script.line[17][0]	type=TextAsset; name=COPYING; dump=resources.assets/TextAsset/164__COPYING.txt	"HEREUNDER. | Statement of Purpose | The laws of most jurisdictions throughout the world automatically confer || and subsequent owner(s) (each and all, an ""owner"") of an original work of | authorship and/or a database (each, a ""Work""). | Certain owners wish to permanently relinquish those rights to a Work for"	needs context before choosing dictionary/runtime/plugin fix	medium: needs narrative context and speaker/event validation	TextAsset payload/string-table cell
3	resources.assets:164	unknown	expectation of additional consideration or compensation, the person			needs-review	resources.assets:path_id=164:m_Script.line[33][0]	type=TextAsset; name=COPYING; dump=resources.assets/TextAsset/164__COPYING.txt	"works, or to gain reputation or greater distribution for their Work in | part through the use and efforts of others. | For these and/or other purposes and motivations, and without any || associating CC0 with a Work (the ""Affirmer""), to the extent that he or she | is an owner of Copyright and Related Rights in the Work, voluntarily | elects to apply CC0 to the Work and publicly distribute the Work under its"	needs context before choosing dictionary/runtime/plugin fix	medium: needs narrative context and speaker/event validation	TextAsset payload/string-table cell
3	resources.assets:164	unknown	express Statement of Purpose.			needs-review	resources.assets:path_id=164:m_Script.line[100][0]	type=TextAsset; name=COPYING; dump=resources.assets/TextAsset/164__COPYING.txt	will not (i) exercise any of his or her remaining Copyright and Related | Rights in the Work or (ii) assert any associated claims and causes of | action with respect to the Work, in either case contrary to Affirmer's || 4. Limitations and Disclaimers. | a. No trademark or patent rights held by Affirmer are waived, abandoned, | surrendered, licensed or otherwise affected by this document.	needs context before choosing dictionary/runtime/plugin fix	medium: needs narrative context and speaker/event validation	TextAsset payload/string-table cell
3	resources.assets:164	unknown	extent the Waiver is so judged Affirmer hereby grants to each affected			needs-review	resources.assets:path_id=164:m_Script.line[84][0]	type=TextAsset; name=COPYING; dump=resources.assets/TextAsset/164__COPYING.txt	be judged legally invalid or ineffective under applicable law, then the | Waiver shall be preserved to the maximum extent permitted taking into | account Affirmer's express Statement of Purpose. In addition, to the || person a royalty-free, non transferable, non sublicensable, non exclusive, | irrevocable and unconditional license to exercise Affirmer's Copyright and | Related Rights in the Work (i) in all territories worldwide, (ii) for the	needs context before choosing dictionary/runtime/plugin fix	medium: needs narrative context and speaker/event validation	TextAsset payload/string-table cell
3	resources.assets:164	unknown	For these and/or other purposes and motivations, and without any			needs-review	resources.assets:path_id=164:m_Script.line[32][0]	type=TextAsset; name=COPYING; dump=resources.assets/TextAsset/164__COPYING.txt	"culture and the further production of creative, cultural and scientific | works, or to gain reputation or greater distribution for their Work in | part through the use and efforts of others. || expectation of additional consideration or compensation, the person | associating CC0 with a Work (the ""Affirmer""), to the extent that he or she | is an owner of Copyright and Related Rights in the Work, voluntarily"	needs context before choosing dictionary/runtime/plugin fix	medium: needs narrative context and speaker/event validation	TextAsset payload/string-table cell
3	resources.assets:164	unknown	Further, Affirmer disclaims responsibility for obtaining any necessary			needs-review	resources.assets:path_id=164:m_Script.line[116][0]	type=TextAsset; name=COPYING; dump=resources.assets/TextAsset/164__COPYING.txt	c. Affirmer disclaims responsibility for clearing rights of other persons | that may apply to the Work or any use thereof, including without | limitation any person's Copyright and Related Rights in the Work. || consents, permissions or other rights required for any use of the | Work. | d. Affirmer understands and acknowledges that Creative Commons is not a	needs context before choosing dictionary/runtime/plugin fix	medium: needs narrative context and speaker/event validation	TextAsset payload/string-table cell
3	resources.assets:164	unknown	future claims and causes of action), in the Work (i) in all territories			needs-review	resources.assets:path_id=164:m_Script.line[68][0]	type=TextAsset; name=COPYING; dump=resources.assets/TextAsset/164__COPYING.txt	irrevocably and unconditionally waives, abandons, and surrenders all of | Affirmer's Copyright and Related Rights and associated claims and causes | of action, whether now known or unknown (including existing as well as || worldwide, (ii) for the maximum duration provided by applicable law or | treaty (including future time extensions), (iii) in any current or future | medium and for any number of copies, and (iv) for any purpose whatsoever,	needs context before choosing dictionary/runtime/plugin fix	medium: needs narrative context and speaker/event validation	TextAsset payload/string-table cell
3	resources.assets:164	unknown	i. the right to reproduce, adapt, distribute, perform, display,			needs-review	resources.assets:path_id=164:m_Script.line[45][0]	type=TextAsset; name=COPYING; dump=resources.assets/TextAsset/164__COPYING.txt	"protected by copyright and related or neighboring rights (""Copyright and | Related Rights""). Copyright and Related Rights include, but are not | limited to, the following: || communicate, and translate a Work; | ii. moral rights retained by the original author(s) and/or performer(s); | iii. publicity and privacy rights pertaining to a person's image or"	needs context before choosing dictionary/runtime/plugin fix	medium: needs narrative context and speaker/event validation	TextAsset payload/string-table cell
