source	file	byte_offset	length	object_path_id	script	gameobject_path_id	gameobject_name	kind
Vertical	level1	250984	8	1694	UnityEngine.UI:UnityEngine.EventSystems.StandaloneInputModule	109	EventSystem	mono_string_candidate
Submit	level1	250996	6	1694	UnityEngine.UI:UnityEngine.EventSystems.StandaloneInputModule	109	EventSystem	mono_string_candidate
Cancel	level1	251008	6	1694	UnityEngine.UI:UnityEngine.EventSystems.StandaloneInputModule	109	EventSystem	mono_string_candidate
Normal	level1	252616	6	1702	UnityEngine.UI:UnityEngine.UI.Button	121	BadgesButton	mono_string_candidate
Highlighted	level1	252628	11	1702	UnityEngine.UI:UnityEngine.UI.Button	121	BadgesButton	mono_string_candidate
Pressed	level1	252644	7	1702	UnityEngine.UI:UnityEngine.UI.Button	121	BadgesButton	mono_string_candidate
Selected	level1	252656	8	1702	UnityEngine.UI:UnityEngine.UI.Button	121	BadgesButton	mono_string_candidate
Disabled	level1	252668	8	1702	UnityEngine.UI:UnityEngine.UI.Button	121	BadgesButton	mono_string_candidate
Make bad choices...	level1	253764	19	1711	Assembly-CSharp:MedalHolder	127	Medal_1 (7)	mono_string_candidate
Normal	level1	254744	6	1718	UnityEngine.UI:UnityEngine.UI.Button	135	Button_MENU_Next	mono_string_candidate
Highlighted	level1	254756	11	1718	UnityEngine.UI:UnityEngine.UI.Button	135	Button_MENU_Next	mono_string_candidate
Pressed	level1	254772	7	1718	UnityEngine.UI:UnityEngine.UI.Button	135	Button_MENU_Next	mono_string_candidate
Selected	level1	254784	8	1718	UnityEngine.UI:UnityEngine.UI.Button	135	Button_MENU_Next	mono_string_candidate
Disabled	level1	254796	8	1718	UnityEngine.UI:UnityEngine.UI.Button	135	Button_MENU_Next	mono_string_candidate
LoreScreen, Assembly-CSharp	level1	254840	27	1718	UnityEngine.UI:UnityEngine.UI.Button	135	Button_MENU_Next	mono_string_candidate
UnityEngine.Object, UnityEngine	level1	254912	31	1718	UnityEngine.UI:UnityEngine.UI.Button	135	Button_MENU_Next	mono_string_candidate
Normal	level1	255896	6	1725	UnityEngine.UI:UnityEngine.UI.Button	140	Hard	mono_string_candidate
Highlighted	level1	255908	11	1725	UnityEngine.UI:UnityEngine.UI.Button	140	Hard	mono_string_candidate
Pressed	level1	255924	7	1725	UnityEngine.UI:UnityEngine.UI.Button	140	Hard	mono_string_candidate
Selected	level1	255936	8	1725	UnityEngine.UI:UnityEngine.UI.Button	140	Hard	mono_string_candidate
Disabled	level1	255948	8	1725	UnityEngine.UI:UnityEngine.UI.Button	140	Hard	mono_string_candidate
MenuController, Assembly-CSharp	level1	255992	31	1725	UnityEngine.UI:UnityEngine.UI.Button	140	Hard	mono_string_candidate
ClickDifficultyButton	level1	256028	21	1725	UnityEngine.UI:UnityEngine.UI.Button	140	Hard	mono_string_candidate
UnityEngine.Object, UnityEngine	level1	256072	31	1725	UnityEngine.UI:UnityEngine.UI.Button	140	Hard	mono_string_candidate
Normal	level1	258248	6	1741	UnityEngine.UI:UnityEngine.UI.Toggle	155	Toggle	mono_string_candidate
Highlighted	level1	258260	11	1741	UnityEngine.UI:UnityEngine.UI.Toggle	155	Toggle	mono_string_candidate
Pressed	level1	258276	7	1741	UnityEngine.UI:UnityEngine.UI.Toggle	155	Toggle	mono_string_candidate
Selected	level1	258288	8	1741	UnityEngine.UI:UnityEngine.UI.Toggle	155	Toggle	mono_string_candidate
Disabled	level1	258300	8	1741	UnityEngine.UI:UnityEngine.UI.Toggle	155	Toggle	mono_string_candidate
MenuController, Assembly-CSharp	level1	258372	31	1741	UnityEngine.UI:UnityEngine.UI.Toggle	155	Toggle	mono_string_candidate
DisableToggle	level1	258408	13	1741	UnityEngine.UI:UnityEngine.UI.Toggle	155	Toggle	mono_string_candidate
UnityEngine.Object, UnityEngine	level1	258444	31	1741	UnityEngine.UI:UnityEngine.UI.Toggle	155	Toggle	mono_string_candidate
Normal	level1	259096	6	1745	UnityEngine.UI:UnityEngine.UI.Toggle	160	Toggle	mono_string_candidate
Highlighted	level1	259108	11	1745	UnityEngine.UI:UnityEngine.UI.Toggle	160	Toggle	mono_string_candidate
Pressed	level1	259124	7	1745	UnityEngine.UI:UnityEngine.UI.Toggle	160	Toggle	mono_string_candidate
Selected	level1	259136	8	1745	UnityEngine.UI:UnityEngine.UI.Toggle	160	Toggle	mono_string_candidate
Disabled	level1	259148	8	1745	UnityEngine.UI:UnityEngine.UI.Toggle	160	Toggle	mono_string_candidate
MenuController, Assembly-CSharp	level1	259220	31	1745	UnityEngine.UI:UnityEngine.UI.Toggle	160	Toggle	mono_string_candidate
DisableToggle	level1	259256	13	1745	UnityEngine.UI:UnityEngine.UI.Toggle	160	Toggle	mono_string_candidate
UnityEngine.Object, UnityEngine	level1	259292	31	1745	UnityEngine.UI:UnityEngine.UI.Toggle	160	Toggle	mono_string_candidate
Normal	level1	259592	6	1746	UnityEngine.UI:UnityEngine.UI.Button	161	HowToPlay	mono_string_candidate
Highlighted	level1	259604	11	1746	UnityEngine.UI:UnityEngine.UI.Button	161	HowToPlay	mono_string_candidate
Pressed	level1	259620	7	1746	UnityEngine.UI:UnityEngine.UI.Button	161	HowToPlay	mono_string_candidate
Selected	level1	259632	8	1746	UnityEngine.UI:UnityEngine.UI.Button	161	HowToPlay	mono_string_candidate
Disabled	level1	259644	8	1746	UnityEngine.UI:UnityEngine.UI.Button	161	HowToPlay	mono_string_candidate
MenuController, Assembly-CSharp	level1	259688	31	1746	UnityEngine.UI:UnityEngine.UI.Button	161	HowToPlay	mono_string_candidate
UnityEngine.Object, UnityEngine	level1	259760	31	1746	UnityEngine.UI:UnityEngine.UI.Button	161	HowToPlay	mono_string_candidate
Normal	level1	260648	6	1751	UnityEngine.UI:UnityEngine.UI.Button	167	devtext	mono_string_candidate
Highlighted	level1	260660	11	1751	UnityEngine.UI:UnityEngine.UI.Button	167	devtext	mono_string_candidate
Pressed	level1	260676	7	1751	UnityEngine.UI:UnityEngine.UI.Button	167	devtext	mono_string_candidate
Selected	level1	260688	8	1751	UnityEngine.UI:UnityEngine.UI.Button	167	devtext	mono_string_candidate
Disabled	level1	260700	8	1751	UnityEngine.UI:UnityEngine.UI.Button	167	devtext	mono_string_candidate
MenuController, Assembly-CSharp	level1	260744	31	1751	UnityEngine.UI:UnityEngine.UI.Button	167	devtext	mono_string_candidate
OpenItchPage	level1	260780	12	1751	UnityEngine.UI:UnityEngine.UI.Button	167	devtext	mono_string_candidate
UnityEngine.Object, UnityEngine	level1	260812	31	1751	UnityEngine.UI:UnityEngine.UI.Button	167	devtext	mono_string_candidate
Normal	level1	261416	6	1755	UnityEngine.UI:UnityEngine.UI.Button	171	NEXT_button	mono_string_candidate
Highlighted	level1	261428	11	1755	UnityEngine.UI:UnityEngine.UI.Button	171	NEXT_button	mono_string_candidate
Pressed	level1	261444	7	1755	UnityEngine.UI:UnityEngine.UI.Button	171	NEXT_button	mono_string_candidate
Selected	level1	261456	8	1755	UnityEngine.UI:UnityEngine.UI.Button	171	NEXT_button	mono_string_candidate
Disabled	level1	261468	8	1755	UnityEngine.UI:UnityEngine.UI.Button	171	NEXT_button	mono_string_candidate
Tutorial_Screen, Assembly-CSharp	level1	261512	32	1755	UnityEngine.UI:UnityEngine.UI.Button	171	NEXT_button	mono_string_candidate
UnityEngine.Object, UnityEngine	level1	261576	31	1755	UnityEngine.UI:UnityEngine.UI.Button	171	NEXT_button	mono_string_candidate
Normal	level1	262792	6	1763	UnityEngine.UI:UnityEngine.UI.Button	179	LoreButton	mono_string_candidate
Highlighted	level1	262804	11	1763	UnityEngine.UI:UnityEngine.UI.Button	179	LoreButton	mono_string_candidate
Pressed	level1	262820	7	1763	UnityEngine.UI:UnityEngine.UI.Button	179	LoreButton	mono_string_candidate
Selected	level1	262832	8	1763	UnityEngine.UI:UnityEngine.UI.Button	179	LoreButton	mono_string_candidate
Disabled	level1	262844	8	1763	UnityEngine.UI:UnityEngine.UI.Button	179	LoreButton	mono_string_candidate
LoreScreen, Assembly-CSharp	level1	262888	27	1763	UnityEngine.UI:UnityEngine.UI.Button	179	LoreButton	mono_string_candidate
TryOpenFromMenu	level1	262920	15	1763	UnityEngine.UI:UnityEngine.UI.Button	179	LoreButton	mono_string_candidate
UnityEngine.Object, UnityEngine	level1	262956	31	1763	UnityEngine.UI:UnityEngine.UI.Button	179	LoreButton	mono_string_candidate
Normal	level1	263688	6	1767	UnityEngine.UI:UnityEngine.UI.Toggle	182	Toggle	mono_string_candidate
Highlighted	level1	263700	11	1767	UnityEngine.UI:UnityEngine.UI.Toggle	182	Toggle	mono_string_candidate
Pressed	level1	263716	7	1767	UnityEngine.UI:UnityEngine.UI.Toggle	182	Toggle	mono_string_candidate
Selected	level1	263728	8	1767	UnityEngine.UI:UnityEngine.UI.Toggle	182	Toggle	mono_string_candidate
Disabled	level1	263740	8	1767	UnityEngine.UI:UnityEngine.UI.Toggle	182	Toggle	mono_string_candidate
MenuController, Assembly-CSharp	level1	263812	31	1767	UnityEngine.UI:UnityEngine.UI.Toggle	182	Toggle	mono_string_candidate
DisableToggle	level1	263848	13	1767	UnityEngine.UI:UnityEngine.UI.Toggle	182	Toggle	mono_string_candidate
UnityEngine.Object, UnityEngine	level1	263884	31	1767	UnityEngine.UI:UnityEngine.UI.Toggle	182	Toggle	mono_string_candidate
Normal	level1	265672	6	1780	UnityEngine.UI:UnityEngine.UI.Button	191	Easy	mono_string_candidate
Highlighted	level1	265684	11	1780	UnityEngine.UI:UnityEngine.UI.Button	191	Easy	mono_string_candidate
Pressed	level1	265700	7	1780	UnityEngine.UI:UnityEngine.UI.Button	191	Easy	mono_string_candidate
Selected	level1	265712	8	1780	UnityEngine.UI:UnityEngine.UI.Button	191	Easy	mono_string_candidate
Disabled	level1	265724	8	1780	UnityEngine.UI:UnityEngine.UI.Button	191	Easy	mono_string_candidate
MenuController, Assembly-CSharp	level1	265768	31	1780	UnityEngine.UI:UnityEngine.UI.Button	191	Easy	mono_string_candidate
ClickDifficultyButton	level1	265804	21	1780	UnityEngine.UI:UnityEngine.UI.Button	191	Easy	mono_string_candidate
UnityEngine.Object, UnityEngine	level1	265848	31	1780	UnityEngine.UI:UnityEngine.UI.Button	191	Easy	mono_string_candidate
Normal	level1	266280	6	1782	UnityEngine.UI:UnityEngine.UI.Button	193	BackToMenu	mono_string_candidate
Highlighted	level1	266292	11	1782	UnityEngine.UI:UnityEngine.UI.Button	193	BackToMenu	mono_string_candidate
Pressed	level1	266308	7	1782	UnityEngine.UI:UnityEngine.UI.Button	193	BackToMenu	mono_string_candidate
Selected	level1	266320	8	1782	UnityEngine.UI:UnityEngine.UI.Button	193	BackToMenu	mono_string_candidate
Disabled	level1	266332	8	1782	UnityEngine.UI:UnityEngine.UI.Button	193	BackToMenu	mono_string_candidate
MenuController, Assembly-CSharp	level1	266376	31	1782	UnityEngine.UI:UnityEngine.UI.Button	193	BackToMenu	mono_string_candidate
UnityEngine.Object, UnityEngine	level1	266448	31	1782	UnityEngine.UI:UnityEngine.UI.Button	193	BackToMenu	mono_string_candidate
Have bad time management...	level1	266912	27	1785	Assembly-CSharp:MedalHolder	194	Medal_1 (5)	mono_string_candidate
Normal	level1	267896	6	1791	UnityEngine.UI:UnityEngine.UI.Toggle	204	Toggle	mono_string_candidate
Highlighted	level1	267908	11	1791	UnityEngine.UI:UnityEngine.UI.Toggle	204	Toggle	mono_string_candidate
Pressed	level1	267924	7	1791	UnityEngine.UI:UnityEngine.UI.Toggle	204	Toggle	mono_string_candidate
Selected	level1	267936	8	1791	UnityEngine.UI:UnityEngine.UI.Toggle	204	Toggle	mono_string_candidate
Disabled	level1	267948	8	1791	UnityEngine.UI:UnityEngine.UI.Toggle	204	Toggle	mono_string_candidate
MenuController, Assembly-CSharp	level1	268020	31	1791	UnityEngine.UI:UnityEngine.UI.Toggle	204	Toggle	mono_string_candidate
DisableToggle	level1	268056	13	1791	UnityEngine.UI:UnityEngine.UI.Toggle	204	Toggle	mono_string_candidate
UnityEngine.Object, UnityEngine	level1	268092	31	1791	UnityEngine.UI:UnityEngine.UI.Toggle	204	Toggle	mono_string_candidate
Be a bad fisherman...	level1	268396	21	1793	Assembly-CSharp:MedalHolder	205	Medal_1 (6)	mono_string_candidate
Get kidnapped...	level1	268956	16	1797	Assembly-CSharp:MedalHolder	208	Medal_1 (4)	mono_string_candidate
Normal	level1	269640	6	1801	UnityEngine.UI:UnityEngine.UI.Button	212	CUSTOM_SETTINGS_BUTTON	mono_string_candidate
Highlighted	level1	269652	11	1801	UnityEngine.UI:UnityEngine.UI.Button	212	CUSTOM_SETTINGS_BUTTON	mono_string_candidate
Pressed	level1	269668	7	1801	UnityEngine.UI:UnityEngine.UI.Button	212	CUSTOM_SETTINGS_BUTTON	mono_string_candidate
Selected	level1	269680	8	1801	UnityEngine.UI:UnityEngine.UI.Button	212	CUSTOM_SETTINGS_BUTTON	mono_string_candidate
Disabled	level1	269692	8	1801	UnityEngine.UI:UnityEngine.UI.Button	212	CUSTOM_SETTINGS_BUTTON	mono_string_candidate
MenuController, Assembly-CSharp	level1	269736	31	1801	UnityEngine.UI:UnityEngine.UI.Button	212	CUSTOM_SETTINGS_BUTTON	mono_string_candidate
UnityEngine.Object, UnityEngine	level1	269804	31	1801	UnityEngine.UI:UnityEngine.UI.Button	212	CUSTOM_SETTINGS_BUTTON	mono_string_candidate
Normal	level1	271320	6	1812	UnityEngine.UI:UnityEngine.UI.Button	228	NEXT_button	mono_string_candidate
Highlighted	level1	271332	11	1812	UnityEngine.UI:UnityEngine.UI.Button	228	NEXT_button	mono_string_candidate
Pressed	level1	271348	7	1812	UnityEngine.UI:UnityEngine.UI.Button	228	NEXT_button	mono_string_candidate
Selected	level1	271360	8	1812	UnityEngine.UI:UnityEngine.UI.Button	228	NEXT_button	mono_string_candidate
Disabled	level1	271372	8	1812	UnityEngine.UI:UnityEngine.UI.Button	228	NEXT_button	mono_string_candidate
Tutorial_Screen, Assembly-CSharp	level1	271416	32	1812	UnityEngine.UI:UnityEngine.UI.Button	228	NEXT_button	mono_string_candidate
UnityEngine.Object, UnityEngine	level1	271480	31	1812	UnityEngine.UI:UnityEngine.UI.Button	228	NEXT_button	mono_string_candidate
Normal	level1	271928	6	1814	UnityEngine.UI:UnityEngine.UI.Button	231	PREV_button	mono_string_candidate
Highlighted	level1	271940	11	1814	UnityEngine.UI:UnityEngine.UI.Button	231	PREV_button	mono_string_candidate
Pressed	level1	271956	7	1814	UnityEngine.UI:UnityEngine.UI.Button	231	PREV_button	mono_string_candidate
Selected	level1	271968	8	1814	UnityEngine.UI:UnityEngine.UI.Button	231	PREV_button	mono_string_candidate
Disabled	level1	271980	8	1814	UnityEngine.UI:UnityEngine.UI.Button	231	PREV_button	mono_string_candidate
Tutorial_Screen, Assembly-CSharp	level1	272024	32	1814	UnityEngine.UI:UnityEngine.UI.Button	231	PREV_button	mono_string_candidate
UnityEngine.Object, UnityEngine	level1	272088	31	1814	UnityEngine.UI:UnityEngine.UI.Button	231	PREV_button	mono_string_candidate
Normal	level1	275352	6	1836	UnityEngine.UI:UnityEngine.UI.Button	256	PREV_button	mono_string_candidate
Highlighted	level1	275364	11	1836	UnityEngine.UI:UnityEngine.UI.Button	256	PREV_button	mono_string_candidate
Pressed	level1	275380	7	1836	UnityEngine.UI:UnityEngine.UI.Button	256	PREV_button	mono_string_candidate
Selected	level1	275392	8	1836	UnityEngine.UI:UnityEngine.UI.Button	256	PREV_button	mono_string_candidate
Disabled	level1	275404	8	1836	UnityEngine.UI:UnityEngine.UI.Button	256	PREV_button	mono_string_candidate
Tutorial_Screen, Assembly-CSharp	level1	275448	32	1836	UnityEngine.UI:UnityEngine.UI.Button	256	PREV_button	mono_string_candidate
UnityEngine.Object, UnityEngine	level1	275512	31	1836	UnityEngine.UI:UnityEngine.UI.Button	256	PREV_button	mono_string_candidate
Pay back your debts...	level1	276108	22	1840	Assembly-CSharp:MedalHolder	260	Medal_1 (9)	mono_string_candidate
Normal	level1	276520	6	1842	UnityEngine.UI:UnityEngine.UI.Button	264	Settings	mono_string_candidate
Highlighted	level1	276532	11	1842	UnityEngine.UI:UnityEngine.UI.Button	264	Settings	mono_string_candidate
Pressed	level1	276548	7	1842	UnityEngine.UI:UnityEngine.UI.Button	264	Settings	mono_string_candidate
Selected	level1	276560	8	1842	UnityEngine.UI:UnityEngine.UI.Button	264	Settings	mono_string_candidate
Disabled	level1	276572	8	1842	UnityEngine.UI:UnityEngine.UI.Button	264	Settings	mono_string_candidate
MenuController, Assembly-CSharp	level1	276616	31	1842	UnityEngine.UI:UnityEngine.UI.Button	264	Settings	mono_string_candidate
ClickedSettingsButton	level1	276652	21	1842	UnityEngine.UI:UnityEngine.UI.Button	264	Settings	mono_string_candidate
UnityEngine.Object, UnityEngine	level1	276696	31	1842	UnityEngine.UI:UnityEngine.UI.Button	264	Settings	mono_string_candidate
Normal	level1	277592	6	1849	UnityEngine.UI:UnityEngine.UI.Toggle	269	Toggle	mono_string_candidate
Highlighted	level1	277604	11	1849	UnityEngine.UI:UnityEngine.UI.Toggle	269	Toggle	mono_string_candidate
Pressed	level1	277620	7	1849	UnityEngine.UI:UnityEngine.UI.Toggle	269	Toggle	mono_string_candidate
Selected	level1	277632	8	1849	UnityEngine.UI:UnityEngine.UI.Toggle	269	Toggle	mono_string_candidate
Disabled	level1	277644	8	1849	UnityEngine.UI:UnityEngine.UI.Toggle	269	Toggle	mono_string_candidate
MenuController, Assembly-CSharp	level1	277716	31	1849	UnityEngine.UI:UnityEngine.UI.Toggle	269	Toggle	mono_string_candidate
DisableToggle	level1	277752	13	1849	UnityEngine.UI:UnityEngine.UI.Toggle	269	Toggle	mono_string_candidate
UnityEngine.Object, UnityEngine	level1	277788	31	1849	UnityEngine.UI:UnityEngine.UI.Toggle	269	Toggle	mono_string_candidate
Normal	level1	278184	6	1851	UnityEngine.UI:UnityEngine.UI.Button	271	Button_MENU_Prev	mono_string_candidate
Highlighted	level1	278196	11	1851	UnityEngine.UI:UnityEngine.UI.Button	271	Button_MENU_Prev	mono_string_candidate
Pressed	level1	278212	7	1851	UnityEngine.UI:UnityEngine.UI.Button	271	Button_MENU_Prev	mono_string_candidate
Selected	level1	278224	8	1851	UnityEngine.UI:UnityEngine.UI.Button	271	Button_MENU_Prev	mono_string_candidate
Disabled	level1	278236	8	1851	UnityEngine.UI:UnityEngine.UI.Button	271	Button_MENU_Prev	mono_string_candidate
LoreScreen, Assembly-CSharp	level1	278280	27	1851	UnityEngine.UI:UnityEngine.UI.Button	271	Button_MENU_Prev	mono_string_candidate
UnityEngine.Object, UnityEngine	level1	278356	31	1851	UnityEngine.UI:UnityEngine.UI.Button	271	Button_MENU_Prev	mono_string_candidate
Normal	level1	279608	6	1859	UnityEngine.UI:UnityEngine.UI.Button	281	NewGameButton	mono_string_candidate
Highlighted	level1	279620	11	1859	UnityEngine.UI:UnityEngine.UI.Button	281	NewGameButton	mono_string_candidate
Pressed	level1	279636	7	1859	UnityEngine.UI:UnityEngine.UI.Button	281	NewGameButton	mono_string_candidate
Selected	level1	279648	8	1859	UnityEngine.UI:UnityEngine.UI.Button	281	NewGameButton	mono_string_candidate
Disabled	level1	279660	8	1859	UnityEngine.UI:UnityEngine.UI.Button	281	NewGameButton	mono_string_candidate
MenuController, Assembly-CSharp	level1	279704	31	1859	UnityEngine.UI:UnityEngine.UI.Button	281	NewGameButton	mono_string_candidate
ClickedNewGame	level1	279740	14	1859	UnityEngine.UI:UnityEngine.UI.Button	281	NewGameButton	mono_string_candidate
UnityEngine.Object, UnityEngine	level1	279776	31	1859	UnityEngine.UI:UnityEngine.UI.Button	281	NewGameButton	mono_string_candidate
Normal	level1	280296	6	1862	Unity.TextMeshPro:TMPro.TMP_InputField	283	InputField_seed	mono_string_candidate
Highlighted	level1	280308	11	1862	Unity.TextMeshPro:TMPro.TMP_InputField	283	InputField_seed	mono_string_candidate
Pressed	level1	280324	7	1862	Unity.TextMeshPro:TMPro.TMP_InputField	283	InputField_seed	mono_string_candidate
Selected	level1	280336	8	1862	Unity.TextMeshPro:TMPro.TMP_InputField	283	InputField_seed	mono_string_candidate
Disabled	level1	280348	8	1862	Unity.TextMeshPro:TMPro.TMP_InputField	283	InputField_seed	mono_string_candidate
Normal	level1	282152	6	1873	UnityEngine.UI:UnityEngine.UI.Button	297	use	mono_string_candidate
Highlighted	level1	282164	11	1873	UnityEngine.UI:UnityEngine.UI.Button	297	use	mono_string_candidate
Pressed	level1	282180	7	1873	UnityEngine.UI:UnityEngine.UI.Button	297	use	mono_string_candidate
Selected	level1	282192	8	1873	UnityEngine.UI:UnityEngine.UI.Button	297	use	mono_string_candidate
Disabled	level1	282204	8	1873	UnityEngine.UI:UnityEngine.UI.Button	297	use	mono_string_candidate
MenuController, Assembly-CSharp	level1	282248	31	1873	UnityEngine.UI:UnityEngine.UI.Button	297	use	mono_string_candidate
UnityEngine.Object, UnityEngine	level1	282320	31	1873	UnityEngine.UI:UnityEngine.UI.Button	297	use	mono_string_candidate
Normal	level1	282968	6	1877	UnityEngine.UI:UnityEngine.UI.Toggle	300	Toggle	mono_string_candidate
Highlighted	level1	282980	11	1877	UnityEngine.UI:UnityEngine.UI.Toggle	300	Toggle	mono_string_candidate
Pressed	level1	282996	7	1877	UnityEngine.UI:UnityEngine.UI.Toggle	300	Toggle	mono_string_candidate
Selected	level1	283008	8	1877	UnityEngine.UI:UnityEngine.UI.Toggle	300	Toggle	mono_string_candidate
Disabled	level1	283020	8	1877	UnityEngine.UI:UnityEngine.UI.Toggle	300	Toggle	mono_string_candidate
MenuController, Assembly-CSharp	level1	283092	31	1877	UnityEngine.UI:UnityEngine.UI.Toggle	300	Toggle	mono_string_candidate
DisableToggle	level1	283128	13	1877	UnityEngine.UI:UnityEngine.UI.Toggle	300	Toggle	mono_string_candidate
UnityEngine.Object, UnityEngine	level1	283164	31	1877	UnityEngine.UI:UnityEngine.UI.Toggle	300	Toggle	mono_string_candidate
Normal	level1	283992	6	1882	UnityEngine.UI:UnityEngine.UI.Toggle	309	Toggle	mono_string_candidate
