seed	found_string	file	encoding_method	byte_offset	nearby_strings	in_source_queue	in_generated_dictionary	recommended_action
Left	Whisker_Left	game_original/DontSleepWithTheFishes_Data/level2	ascii_strings	347888	DEF_spine.001 | mixamorig:LeftUpLeg | DEF_belly.C_end_end | Canvas | mixamorig:RightHandIndex1 | mixamorig:RightShoulder | FADE | mixamorig:LeftLeg | mixamorig:Spine1 | DEF_eye.L | DEF_toe.R | mixamorig:LeftFoot | mixamorig:LeftHandIndex2 | mixamorig:RightHandIndex2 | DEF_eye.R | mixamorig:Hips | mixamorig:LeftHandThumb2 | mixamorig:Head	no	no	add_or_update_exact_source_if_player_facing
Left	Whisker_Left	game_original/DontSleepWithTheFishes_Data/level2	ascii_strings	347952	mixamorig:LeftUpLeg | DEF_belly.C_end_end | Canvas | mixamorig:RightHandIndex1 | mixamorig:RightShoulder | FADE | mixamorig:LeftLeg | mixamorig:Spine1 | DEF_eye.L | DEF_toe.R | mixamorig:LeftFoot | mixamorig:LeftHandIndex2 | mixamorig:RightHandIndex2 | DEF_eye.R | mixamorig:Hips | mixamorig:LeftHandThumb2 | mixamorig:Head | mixamorig:LeftHandThumb3	no	no	add_or_update_exact_source_if_player_facing
Settings	Settings	game_original/DontSleepWithTheFishes_Data/level2	ascii_strings	348332	mixamorig:LeftLeg | mixamorig:Spine1 | DEF_eye.L | DEF_toe.R | mixamorig:LeftFoot | mixamorig:LeftHandIndex2 | mixamorig:RightHandIndex2 | DEF_eye.R | mixamorig:Hips | mixamorig:LeftHandThumb2 | mixamorig:Head | mixamorig:LeftHandThumb3 | mixamorig:LeftShoulder | DEF_Breast.C_end | DEF_eye.L_end_end | DEF_tail.003 | DEF_spine.002 | mixamorig:RightHandThumb2	yes	yes	already_covered
Settings	SettingsPanel_Vol_Master	game_original/DontSleepWithTheFishes_Data/level2	ascii_strings	348544	DEF_toe.R | mixamorig:LeftFoot | mixamorig:LeftHandIndex2 | mixamorig:RightHandIndex2 | DEF_eye.R | mixamorig:Hips | mixamorig:LeftHandThumb2 | mixamorig:Head | mixamorig:LeftHandThumb3 | mixamorig:LeftShoulder | DEF_Breast.C_end | DEF_eye.L_end_end | DEF_tail.003 | DEF_spine.002 | mixamorig:RightHandThumb2 | mixamorig:LeftHandThumb4 | mixamorig:LeftToeBase | mixamorig:RightToe_End	no	no	add_or_update_exact_source_if_player_facing
Settings	Settings	game_original/DontSleepWithTheFishes_Data/level2	ascii_strings	1118860	Pu | 1920x1080 | nrek | Volume SFX | Reverts automatically in: 10 | -? | BB | B! | ff | Volume Music | itemgive-itemid-n | itemremove-itemid-n | itembreak-itemid | itemfix-itemid | damage-n | danger-n | dangerset-n | energy-n	yes	yes	already_covered
Resume	Resume	game_original/DontSleepWithTheFishes_Data/level2	ascii_strings	1123708	Settings | Pu | 33{B33{B | nrek | | Created by: Taiki <i>(DopplerGhost)</i> | Special Thanks to: TakDor, Merlidan, Drael, and you! | | A= | 100% | 1920x1080 | Quit | 33}B33}B | q= | Aq= | 50% | Enter text... | -? | Resume | Screen Resolution | Forced Night Result	yes	yes	already_covered
Settings	Settings	game_original/DontSleepWithTheFishes_Data/level2	ascii_strings	1125324	1920x1080 | Pu | nrek | 100% | Quit | 33}B33}B | q= | Aq= | 50% | Enter text... | -? | Resume | Screen Resolution | Forced Night Result | Settings | B! | ff | Run	yes	yes	already_covered
Instant Clicking	Instant Clicking	game_original/DontSleepWithTheFishes_Data/level2	ascii_strings	1127436	50% | Pu | nrek | Enter text... | -? | q= | Aq= | Resume | Screen Resolution | Forced Night Result | Settings | B! | ff | Run | No | Q`B | Day 0 | Instant Clicking	yes	yes	already_covered
Resume	Resume	game_original/DontSleepWithTheFishes_Data/level2	ascii_strings	1207304	90 | Dead by the Sea. | Your friend is sleeping with the fishes. | You lost an item to the sea.! | Something broke during the night. | You did not sleep very well. | You feel weak. | Help may be on the way... | H> | ~? | ?` | D>l | q> | A | ,> | P> | p> | 9>(	yes	yes	already_covered
Right	leg_right	game_original/DontSleepWithTheFishes_Data/level3	ascii_strings	124800	pV | `Y | 0\ | ^ | p` | `c | 0d | Pe | pf | g | pg | `h | `i | pl | Pn | 0o | po | `r	no	no	add_or_update_exact_source_if_player_facing
Right	leg_right	game_original/DontSleepWithTheFishes_Data/level3	ascii_strings	125312	`h | `i | pl | Pn | 0o | po | `r | @t | u | @v | w | @x | `y | globalgamemanagers.assets | sharedassets3.assets | sharedassets1.assets | sharedassets2.assets | resources.assets	no	no	add_or_update_exact_source_if_player_facing
Left	wing_left	game_original/DontSleepWithTheFishes_Data/level3	ascii_strings	125984	@x | `y | globalgamemanagers.assets | sharedassets3.assets | sharedassets1.assets | sharedassets2.assets | resources.assets | Library/unity default resources | sharedassets0.assets | DEF_toe.L_end | rocks | DEF_belly.C | DEF_shin.L | rock (20) | rock (48) | anim_Droplet | DEF_pelvis.C_end_end | DEF_toe.L_end_end	no	no	add_or_update_exact_source_if_player_facing
Right	wing_right	game_original/DontSleepWithTheFishes_Data/level3	ascii_strings	127680	globalgamemanagers.assets | sharedassets3.assets | sharedassets1.assets | sharedassets2.assets | resources.assets | Library/unity default resources | sharedassets0.assets | DEF_toe.L_end | rocks | DEF_belly.C | DEF_shin.L | rock (20) | rock (48) | anim_Droplet | DEF_pelvis.C_end_end | DEF_toe.L_end_end | fish_holder | Cats N	no	no	add_or_update_exact_source_if_player_facing
Left	leg_left	game_original/DontSleepWithTheFishes_Data/level3	ascii_strings	130992	lore_test | IconText | rock (67) | Plane | distance_text | Image | BUTTONS | DEF_Breast.C_end | anim_bubble (5) | Rose_Grim | DEF_tail.006_end_end | BOAT_SEAGULLS | DEF_ear.L | LootBoxChest | DEF_eye.R_end_end | DEF_tail.005 | items_bg | HoverBox_health	no	no	add_or_update_exact_source_if_player_facing
Left	Whisker_Left	game_original/DontSleepWithTheFishes_Data/level3	ascii_strings	132176	DEF_pelvis.C | px2 | speciality_Effect | Plane | tool_ducttape | N | wing_right | DEF_root | darkened | energyicon (1) | ItemText | anim_Droplet (1) | Broken_Pole_Extra | DEF_eye.L_end_end | rock (17) | barrelToClick_2 | Text (TMP) | speciality_eff	no	no	add_or_update_exact_source_if_player_facing
Left	wing_left	game_original/DontSleepWithTheFishes_Data/level3	ascii_strings	137136	Whisker_Left | Plane | fish_holder | DEF_hand.R | click_to_fix | DEF_eye.R_end | Lights | anchor | N | rock (46) | speciality_Effect | rock (40) | WellBeingIconBG | btn_top | DEF_spine.002 | Friend_too-tired | DEF_tail.001 | DEF_upper_arm.R	no	no	add_or_update_exact_source_if_player_facing
Right	wing_right	game_original/DontSleepWithTheFishes_Data/level3	ascii_strings	137744	fish_holder | speciality_Effect | rock (40) | WellBeingIconBG | btn_top | DEF_spine.002 | Friend_too-tired | DEF_tail.001 | DEF_upper_arm.R | DEF_eye.R_end_end | rock (21) | ResultsItems | Nail_Graphics | Baits | Particle System | HUD | rock (41) | DEF_spine.003	no	no	add_or_update_exact_source_if_player_facing
Right	Whisker_Right	game_original/DontSleepWithTheFishes_Data/level3	ascii_strings	138704	HUD | rock (41) | DEF_spine.003 | Task_Friend | speciality_eff | DEF_ear.R | DEF_spine.002 | campoint_friendtalk | ItemText | UI | Button_StepForward | rock (47) | Fog | Name | Yes | DEF_upper_arm.R | DEF_root | DEF_spine.001	no	no	add_or_update_exact_source_if_player_facing
Left	Whisker_Left	game_original/DontSleepWithTheFishes_Data/level3	ascii_strings	139344	Button_StepForward | rock (47) | Fog | Name | Yes | DEF_upper_arm.R | DEF_root | DEF_spine.001 | item_tape | drawingline | fish_plane | DEF_eye.R_end | plane | DEF_foot.R | DEF_Breast.C_end_end | No | paper | DEF_thigh.R	no	no	add_or_update_exact_source_if_player_facing
Right	wing_right	game_original/DontSleepWithTheFishes_Data/level3	ascii_strings	139520	Fog | Name | Yes | DEF_upper_arm.R | DEF_root | DEF_spine.001 | item_tape | drawingline | fish_plane | DEF_eye.R_end | plane | DEF_foot.R | DEF_Breast.C_end_end | No | paper | DEF_thigh.R | Text (TMP) | JournalButtonOff	no	no	add_or_update_exact_source_if_player_facing
Left	wing_left	game_original/DontSleepWithTheFishes_Data/level3	ascii_strings	139952	drawingline | fish_plane | DEF_eye.R_end | plane | DEF_foot.R | DEF_Breast.C_end_end | No | paper | DEF_thigh.R | Text (TMP) | JournalButtonOff | Directional Light | rocks | rock (35) | swimming_belt | N | Clouds | DEF_Breast.C_end	no	no	add_or_update_exact_source_if_player_facing
Left	leg_left	game_original/DontSleepWithTheFishes_Data/level3	ascii_strings	141840	cat | px2 | DEF_tail.002 | DEF_ear.L_end_end | DEF_spine | wing_left | head | DEF_spine.001 | rock (21) | food_fish (3) | N | DEF_tail.006_end | DEF_eye.R_end | JournalHolder | ShowItemIcons | DEF_hand.L_end | wing_right | DEF_ear.R_end_end	no	no	add_or_update_exact_source_if_player_facing
Right	wing_right	game_original/DontSleepWithTheFishes_Data/level3	ascii_strings	141952	DEF_tail.002 | DEF_ear.L_end_end | DEF_spine | wing_left | head | DEF_spine.001 | rock (21) | food_fish (3) | N | DEF_tail.006_end | DEF_eye.R_end | JournalHolder | ShowItemIcons | DEF_hand.L_end | wing_right | DEF_ear.R_end_end | bottle | DEF_Breast.C_end_end	no	no	add_or_update_exact_source_if_player_facing
Left	wing_left	game_original/DontSleepWithTheFishes_Data/level3	ascii_strings	142016	DEF_ear.L_end_end | DEF_spine | wing_left | head | DEF_spine.001 | rock (21) | food_fish (3) | N | DEF_tail.006_end | DEF_eye.R_end | JournalHolder | ShowItemIcons | DEF_hand.L_end | wing_right | DEF_ear.R_end_end | bottle | DEF_Breast.C_end_end | DEF_thigh.R	no	no	add_or_update_exact_source_if_player_facing
Right	wing_right	game_original/DontSleepWithTheFishes_Data/level3	ascii_strings	145072	lore_note | N | DEF_hand.R | rock (36) | bottom | Plane | speciality_eff | DEF_shoulder.L | anchor (broken) | bait_consumed | rock (24) | rock (1) | darkened_bottom | flashlight (broken) | Energy3 | scaryman | anim_bubble (1) | Energy_Have	no	no	add_or_update_exact_source_if_player_facing
Right	leg_right	game_original/DontSleepWithTheFishes_Data/level3	ascii_strings	153088	WorldObjects | DEF_pelvis.C | Item_Nothing | AlreadyHealthytext | fish_salmon | N | DistanceIcon | NAIL_01 (8) | #N | EventSystem | Broken_Pole_Seagull2 | Plane | Particle System | DEF_spine.002 | rock (32) | DEF_thigh.L | flashlight | DEF_tail.002	no	no	add_or_update_exact_source_if_player_facing
Left	leg_left	game_original/DontSleepWithTheFishes_Data/level3	ascii_strings	154256	DEF_spine.005 | text_use | food_fish (4) | N | anim_bubble (3) | rock (30) | darkened_bottom | rock (9) | Point Light | DEF_tail.006_end_end | gunhole (2) | map (broken) N | Plane | Text (TMP) | iconshadow | rock (55) | PageButtons | ItemText	no	no	add_or_update_exact_source_if_player_facing
Left	wing_left	game_original/DontSleepWithTheFishes_Data/level3	ascii_strings	164512	ScubaGoggles | fish_plane | DEF_pelvis.L | speciality_eff | DEF_spine.005 | WaterToRow | Energy_Holder_4 (extra) | Sleep Button | DEF_pelvis.C_end | DEF_toe.L_end | rock (56) | Plane | rock (28) | DEF_ear.L_end_end | hammer_defaultpos | rock (49) | Item_Food | DEF_ear.R	no	no	add_or_update_exact_source_if_player_facing
Left	Bench_Left	game_original/DontSleepWithTheFishes_Data/level3	ascii_strings	165808	paper | Particle System | seagull | Hammer_Point | ChoiceText | rock (34) | DEF_belly.C | DEF_toe.R_end | FPSCamera | darker | rock (22) | Continue | result_barrel | CursorPointer | RANDOMBOX_CAM_1 | DEF_Breast.C | gunhole (6) | RESULT_panel	no	no	add_or_update_exact_source_if_player_facing
Unwell	friendIcon_unwell	game_original/DontSleepWithTheFishes_Data/level3	ascii_strings	167056	rock (51) | fish_plane | anim_bubble (2) | DEF_face | friend_txt | DEF_eye.L_end_end | kitty_model | Myself_cannot | rock (52) | speciality_Effect | Title | rock (48) | speciality_eff | rock (1) | cancel_txt | umbrella N | ItemText | Cat	no	no	add_or_update_exact_source_if_player_facing
Left	leg_left	game_original/DontSleepWithTheFishes_Data/level3	ascii_strings	169056	TASKS | UICAM | rock (37) | FoundFlower | Button_Speciality | fish_tuna | N | wing_left | rock (25) | Camera_DefaultPoint | PaperWriter | Icon | DEF_spine.001 | DEF_Breast.C | DEF_toe.R | DEF_eye.L_end_end | gunhole (14) | scuba_set	no	no	add_or_update_exact_source_if_player_facing
Right	Whisker_Right	game_original/DontSleepWithTheFishes_Data/level3	ascii_strings	169568	rock (25) | Camera_DefaultPoint | PaperWriter | Icon | DEF_spine.001 | DEF_Breast.C | DEF_toe.R | DEF_eye.L_end_end | gunhole (14) | scuba_set | N | Mask | drawingsheet | rock (47) | DEF_belly.C_end | gunhole (15) | Notice | speciality_eff	no	no	add_or_update_exact_source_if_player_facing
Right	Whisker_Right	game_original/DontSleepWithTheFishes_Data/level3	ascii_strings	173008	seagull 2 | rock (24) | Text (TMP) | PLAYER | rock (31) | DEF_hand.L_end | DEF_toe.L_end | energyicon (2) | Icon | DEF_hand.L_end_end | speciality_eff | rock (52) | rock (59) | seagull (2) | DEF_hand.R | leg_left | rock (35) | DangerousAround	no	no	add_or_update_exact_source_if_player_facing
Right	leg_right	game_original/DontSleepWithTheFishes_Data/level3	ascii_strings	174624	DEF_eye.L | hookgun (broken) N | NAILS | gunhole (11) | px_fishin | Hammer_Point | IconNoHave | wire_point | Distance | particle_waves | DEF_forearm.L | HUD | bg | Plane | Heart_Hurt | Character_Cat | DEF_ear.R | DEF_hand.R_end_end	no	no	add_or_update_exact_source_if_player_facing
Right	leg_right	game_original/DontSleepWithTheFishes_Data/level3	ascii_strings	174960	Hammer_Point | IconNoHave | wire_point | Distance | particle_waves | DEF_forearm.L | HUD | bg | Plane | Heart_Hurt | Character_Cat | DEF_ear.R | DEF_hand.R_end_end | DEF_tail.003 | rock (54) | DEF_belly.C_end | BG | DEF_upper_arm.L	no	no	add_or_update_exact_source_if_player_facing
Left	wing_left	game_original/DontSleepWithTheFishes_Data/level3	ascii_strings	180416	Button_StepBack | DEF_face | Item_Found | energyicon (2) | Broken_Pole_Seagull3 | PostProcessing | bait N | DEF_forearm.L | Energy1 | Particle System | anim_bubble (4) | DEF_hand.R_end_end | Foods | btn_bg | NAIL_01 (3) | #N | IconBG | rock (27)	no	no	add_or_update_exact_source_if_player_facing
Right	wing_right	game_original/DontSleepWithTheFishes_Data/level3	ascii_strings	180608	energyicon (2) | Broken_Pole_Seagull3 | PostProcessing | bait N | DEF_forearm.L | Energy1 | Particle System | anim_bubble (4) | DEF_hand.R_end_end | Foods | btn_bg | NAIL_01 (3) | #N | IconBG | rock (27) | Title | crateToClick_2 | DEF_hand.L	no	no	add_or_update_exact_source_if_player_facing
Right	leg_right	game_original/DontSleepWithTheFishes_Data/level3	ascii_strings	181872	JournalButton | rock | rock (20) | px_fishin | DEF_belly.C | rock (63) | Plane | Friend | energyicon | Task_Fishing | ItemText | rock (68) | fish_plane | Health | DEF_tail.005 | DEF_thigh.R | Hunger | friendIcon	no	no	add_or_update_exact_source_if_player_facing
Right	Bench_Right	game_original/DontSleepWithTheFishes_Data/level3	ascii_strings	182944	Hammer_Point | Nail_Graphics | rock (54) | Plane | flaregun N | speciality_eff | NightDescription | speciality_Effect | DEF_Breast.C_end | Food_BG | rock (67) | GameStory_Controller | Stats_DEAD | fish_plane | DEF_center | mood_info | gunhole (5) | heart_piece_1	no	no	add_or_update_exact_source_if_player_facing
Right	Whisker_Right	game_original/DontSleepWithTheFishes_Data/level3	ascii_strings	184992	rock (9) | DEF_face | fish_bass | N | DEF_shoulder.L | campoint | Energy_Holder_1 | wing_left | Plane | rock (10) | wing_right | rock (50) | FadeTop | ChestModel | rock (11) | rock (43) | ItemSlot1 | DEF_ear.L	no	no	add_or_update_exact_source_if_player_facing
Left	leg_left	game_original/DontSleepWithTheFishes_Data/level3	ascii_strings	186720	Nail_Graphics | leg_right | px2 | Broken_Pole_Cat | HeartPieces | NAIL_01 (7) | #N | toppoint | FishOnHookCanvas | rock (2) | head | DEF_pelvis.R | DEF_shoulder.R | Energy3 | tool_bait_can | N | ItemSlot2 | openjournal	no	no	add_or_update_exact_source_if_player_facing
Left	Whisker_Left	game_original/DontSleepWithTheFishes_Data/level3	ascii_strings	189088	Task_Repair | iconshadow | ItemsHolder | DialogText | DEF_belly.C_end_end | DEF_thigh.R | rock (61) | Plane | DEF_spine.003 | head | rock (13) | fish_mackerel | N | Button_Heal | Whisker_Right | Camera_StoryController | particle_waves | Title	no	no	add_or_update_exact_source_if_player_facing
Left	leg_left	game_original/DontSleepWithTheFishes_Data/level3	ascii_strings	189152	iconshadow | ItemsHolder | DialogText | DEF_belly.C_end_end | DEF_thigh.R | rock (61) | Plane | DEF_spine.003 | head | rock (13) | fish_mackerel | N | Button_Heal | Whisker_Right | Camera_StoryController | particle_waves | Title | DEF_toe.R_end	no	no	add_or_update_exact_source_if_player_facing
Left	Whisker_Left	game_original/DontSleepWithTheFishes_Data/level3	ascii_strings	190128	particle_waves | Title | DEF_toe.R_end | Specials | countText | Cat | Stats | Energy3 | fish_plane | DEF_spine.002 | Nail_Graphics | wire | DEF_tail.004 | Icon | DEF_face | DEF_toe.R_end_end | fish_holder | woman_model	no	no	add_or_update_exact_source_if_player_facing
Settings	SettingsPanel_Click	game_original/DontSleepWithTheFishes_Data/level3	ascii_strings	198384	DEF_belly.C_end | DEF_Breast.C_end_end | cat | Item_Broken | scubaTaskCamera | Camera_SleepPoint | fish_plane | speciality_eff | DEF_eye.R | lore_taperecorder | N | rock (56) | DEF_pelvis.L | DEF_center | Hammer_Point | UseDuctTape | randomboxPanel | DEF_eye.R_end_end	no	no	add_or_update_exact_source_if_player_facing
Settings	SettingsPanel_Credits	game_original/DontSleepWithTheFishes_Data/level3	ascii_strings	200624	Sailor_Woman | mixamorig:Spine2 | Slider | mixamorig:Head | help | NAIL_01 | #N | txt | mixamorig:LeftLeg | mixamorig:LeftToe_End | GameController | Handle | mixamorig:LeftUpLeg | Chain.2 | SettingName | ChestModel | rugs_stored | rugs_stored (1)	no	no	add_or_update_exact_source_if_player_facing
Settings	SettingsPanel_Vol_Sfx	game_original/DontSleepWithTheFishes_Data/level3	ascii_strings	202992	logo | mixamorig:RightShoulder | Shirt.001_HumanoidBase_Overlapping.007 | mixamorig:LeftHandThumb4 | SettingsPanel_Click | Handle | SettingName | Shirt.002 | mixamorig:LeftToeBase | Layer_Bottom | Text (TMP) | mixamorig:RightFoot | mixamorig:Neck | Chain | mixamorig:LeftHandIndex4 | mixamorig:LeftHandIndex2 | DebugCanvas | mixamorig:RightHandIndex1	no	no	add_or_update_exact_source_if_player_facing
Resume	Resume	game_original/DontSleepWithTheFishes_Data/level3	ascii_strings	203500	SettingName | Shirt.002 | mixamorig:LeftToeBase | Layer_Bottom | Text (TMP) | mixamorig:RightFoot | mixamorig:Neck | Chain | mixamorig:LeftHandIndex4 | mixamorig:LeftHandThumb4 | mixamorig:LeftHandIndex2 | DebugCanvas | mixamorig:RightHandIndex1 | Layer_Texture | WRENCH | SETTINGS_CANVAS | mixamorig:RightHandIndex4 | actor	yes	yes	already_covered
Settings	SettingsPanel_Title	game_original/DontSleepWithTheFishes_Data/level3	ascii_strings	205312	Pants_HumanoidBase_Overlapping.008 | Fill Area | InputNightResult | mixamorig:Neck | SettingsPanel_Credits | txt | FadeToHappenController | mixamorig:LeftShoulder | Slider | SettingName | mixamorig:RightHandThumb4 | Handle Slide Area | CursorCanvas | mixamorig:RightFoot | Layer | save_tip | Bracelet | Shirt	no	no	add_or_update_exact_source_if_player_facing
