source	asset_file	object_type	object_name	path_id	field_path	offset_or_location	confidence	notes
Once I had a nightmare… In it, I found the skeleton of my long-gone crewmate… in the sea.	resources.assets	TextAsset	dialogues	160	m_Script[flashback_02_01].WHO	csv row 178	high	player-facing TextAsset CSV payload
I just had the strangest nightmare.. T- The moon had a face. And it wasn’t a h- happy one..	resources.assets	TextAsset	dialogues	160	m_Script[flashback_02_01].WOMAN	csv row 178	high	player-facing TextAsset CSV payload
Mornin’! I had a weird dream last night.. a bunch of eyes, glowing in the sea, staring.. and then…	resources.assets	TextAsset	dialogues	160	m_Script[flashback_03_01].MAN	csv row 179	high	player-facing TextAsset CSV payload
Once I had a nightmare.. The sea was watching me. With golden, glowing eyes.	resources.assets	TextAsset	dialogues	160	m_Script[flashback_03_01].WHO	csv row 179	high	player-facing TextAsset CSV payload
I had the weirdest dream last night... L- lots of glowing eyes, just staring at me. And then… oh no..	resources.assets	TextAsset	dialogues	160	m_Script[flashback_03_01].WOMAN	csv row 179	high	player-facing TextAsset CSV payload
It felt so real. Like it could’ve actually happened, and I’d believe it.	resources.assets	TextAsset	dialogues	160	m_Script[flashback_question_01].MAN	csv row 180	high	player-facing TextAsset CSV payload
What’s with that look? Had a similar dream before?	resources.assets	TextAsset	dialogues	160	m_Script[flashback_question_01].WHO	csv row 180	high	player-facing TextAsset CSV payload
.. But the dream felt.. real? Do you think it meant something?	resources.assets	TextAsset	dialogues	160	m_Script[flashback_question_01].WOMAN	csv row 180	high	player-facing TextAsset CSV payload
…	resources.assets	TextAsset	dialogues	160	m_Script[found_heart_piece_01_01].MAN	csv row 173	high	player-facing TextAsset CSV payload
.. Are you looking for this?	resources.assets	TextAsset	dialogues	160	m_Script[found_heart_piece_01_01].WHO	csv row 173	high	player-facing TextAsset CSV payload
…	resources.assets	TextAsset	dialogues	160	m_Script[found_heart_piece_01_01].WOMAN	csv row 173	high	player-facing TextAsset CSV payload
…	resources.assets	TextAsset	dialogues	160	m_Script[found_heart_piece_01_02].MAN	csv row 174	high	player-facing TextAsset CSV payload
Don’t ask. Just take it.	resources.assets	TextAsset	dialogues	160	m_Script[found_heart_piece_01_02].WHO	csv row 174	high	player-facing TextAsset CSV payload
…	resources.assets	TextAsset	dialogues	160	m_Script[found_heart_piece_01_02].WOMAN	csv row 174	high	player-facing TextAsset CSV payload
…	resources.assets	TextAsset	dialogues	160	m_Script[help_craftfromjunk_01].MAN	csv row 124	high	player-facing TextAsset CSV payload
…	resources.assets	TextAsset	dialogues	160	m_Script[help_craftfromjunk_01].WHO	csv row 124	high	player-facing TextAsset CSV payload
That box.. Full of useless stuff. C- Could we make something out of it?	resources.assets	TextAsset	dialogues	160	m_Script[help_craftfromjunk_01].WOMAN	csv row 124	high	player-facing TextAsset CSV payload
…	resources.assets	TextAsset	dialogues	160	m_Script[help_craftfromjunk_02].MAN	csv row 125	high	player-facing TextAsset CSV payload
…	resources.assets	TextAsset	dialogues	160	m_Script[help_craftfromjunk_02].WHO	csv row 125	high	player-facing TextAsset CSV payload
I mean, I’ll give it a shot. Let’s see.. hmm...	resources.assets	TextAsset	dialogues	160	m_Script[help_craftfromjunk_02].WOMAN	csv row 125	high	player-facing TextAsset CSV payload
…	resources.assets	TextAsset	dialogues	160	m_Script[help_craftfromjunk_lose_01].MAN	csv row 128	high	player-facing TextAsset CSV payload
…	resources.assets	TextAsset	dialogues	160	m_Script[help_craftfromjunk_lose_01].WHO	csv row 128	high	player-facing TextAsset CSV payload
H- how surprising.. Junk could only be arranged into other junk. Oh well..	resources.assets	TextAsset	dialogues	160	m_Script[help_craftfromjunk_lose_01].WOMAN	csv row 128	high	player-facing TextAsset CSV payload
…	resources.assets	TextAsset	dialogues	160	m_Script[help_craftfromjunk_win_01].MAN	csv row 126	high	player-facing TextAsset CSV payload
…	resources.assets	TextAsset	dialogues	160	m_Script[help_craftfromjunk_win_01].WHO	csv row 126	high	player-facing TextAsset CSV payload
W- wow! I just made that, see? From scrap!	resources.assets	TextAsset	dialogues	160	m_Script[help_craftfromjunk_win_01].WOMAN	csv row 126	high	player-facing TextAsset CSV payload
…	resources.assets	TextAsset	dialogues	160	m_Script[help_craftfromjunk_win_02].MAN	csv row 127	high	player-facing TextAsset CSV payload
…	resources.assets	TextAsset	dialogues	160	m_Script[help_craftfromjunk_win_02].WHO	csv row 127	high	player-facing TextAsset CSV payload
S- surprised myself, too. And I- I wasn’t even a girl scout, or.. anything like that.	resources.assets	TextAsset	dialogues	160	m_Script[help_craftfromjunk_win_02].WOMAN	csv row 127	high	player-facing TextAsset CSV payload
No chest, just kelp and getting my clothes wet. It was fun though, you should try it sometime!	resources.assets	TextAsset	dialogues	160	m_Script[help_explore_lose_01].MAN	csv row 88	high	player-facing TextAsset CSV payload
…	resources.assets	TextAsset	dialogues	160	m_Script[help_explore_lose_01].WHO	csv row 88	high	player-facing TextAsset CSV payload
…	resources.assets	TextAsset	dialogues	160	m_Script[help_explore_lose_01].WOMAN	csv row 88	high	player-facing TextAsset CSV payload
You know what, bud! Let’s try using that map of yours. Maybe we find something useful on it..	resources.assets	TextAsset	dialogues	160	m_Script[help_explore_map_01].MAN	csv row 79	high	player-facing TextAsset CSV payload
Hmm.. Let’s check that map real quick.	resources.assets	TextAsset	dialogues	160	m_Script[help_explore_map_01].WHO	csv row 79	high	player-facing TextAsset CSV payload
Oh, I know..! Let’s try using that map we have so we can find something that could help us..	resources.assets	TextAsset	dialogues	160	m_Script[help_explore_map_01].WOMAN	csv row 79	high	player-facing TextAsset CSV payload
Hand it over, will ya?	resources.assets	TextAsset	dialogues	160	m_Script[help_explore_map_02].MAN	csv row 80	high	player-facing TextAsset CSV payload
Hand it over for a bit.	resources.assets	TextAsset	dialogues	160	m_Script[help_explore_map_02].WHO	csv row 80	high	player-facing TextAsset CSV payload
C- could you lend it to me?	resources.assets	TextAsset	dialogues	160	m_Script[help_explore_map_02].WOMAN	csv row 80	high	player-facing TextAsset CSV payload
You’re the captain!	resources.assets	TextAsset	dialogues	160	m_Script[help_explore_map_03].MAN	csv row 81	high	player-facing TextAsset CSV payload
… OK.	resources.assets	TextAsset	dialogues	160	m_Script[help_explore_map_03].WHO	csv row 81	high	player-facing TextAsset CSV payload
Y- You seem sure about our whereabouts then.. right..?	resources.assets	TextAsset	dialogues	160	m_Script[help_explore_map_03].WOMAN	csv row 81	high	player-facing TextAsset CSV payload
Let me tell ya’, this map is really.. interesting. We should try finding one of the nearby islands!	resources.assets	TextAsset	dialogues	160	m_Script[help_explore_map_04].MAN	csv row 82	high	player-facing TextAsset CSV payload
.. If this has our current location, we should focus on finding one of the islands A.S.A.P… Kay’?	resources.assets	TextAsset	dialogues	160	m_Script[help_explore_map_04].WHO	csv row 82	high	player-facing TextAsset CSV payload
I- it’s not that likely we’re on this map, but if we are, then we should find some islands.. Right?	resources.assets	TextAsset	dialogues	160	m_Script[help_explore_map_04].WOMAN	csv row 82	high	player-facing TextAsset CSV payload
Looking at this, pal, we’re days away from reaching any land, so let’s make ourselves comfortable!	resources.assets	TextAsset	dialogues	160	m_Script[help_explore_map_05].MAN	csv row 83	high	player-facing TextAsset CSV payload
.. Unless someone finds us, we’re expected to be stuck here for a few days. Let’s focus.	resources.assets	TextAsset	dialogues	160	m_Script[help_explore_map_05].WHO	csv row 83	high	player-facing TextAsset CSV payload
It.. It looks like we’re way too far away from any shores.. We’re going to row for a few.. days.	resources.assets	TextAsset	dialogues	160	m_Script[help_explore_map_05].WOMAN	csv row 83	high	player-facing TextAsset CSV payload
Cool diving gear you got there, buddy! Can I give it a go? I could try finding something underwater!	resources.assets	TextAsset	dialogues	160	m_Script[help_explore_scuba_01].MAN	csv row 84	high	player-facing TextAsset CSV payload
…	resources.assets	TextAsset	dialogues	160	m_Script[help_explore_scuba_01].WHO	csv row 84	high	player-facing TextAsset CSV payload
…	resources.assets	TextAsset	dialogues	160	m_Script[help_explore_scuba_01].WOMAN	csv row 84	high	player-facing TextAsset CSV payload
Whatcha say?	resources.assets	TextAsset	dialogues	160	m_Script[help_explore_scuba_02].MAN	csv row 85	high	player-facing TextAsset CSV payload
…	resources.assets	TextAsset	dialogues	160	m_Script[help_explore_scuba_02].WHO	csv row 85	high	player-facing TextAsset CSV payload
…	resources.assets	TextAsset	dialogues	160	m_Script[help_explore_scuba_02].WOMAN	csv row 85	high	player-facing TextAsset CSV payload
Thanks, pal! Let me put this on, and off I go…!	resources.assets	TextAsset	dialogues	160	m_Script[help_explore_scuba_03].MAN	csv row 86	high	player-facing TextAsset CSV payload
…	resources.assets	TextAsset	dialogues	160	m_Script[help_explore_scuba_03].WHO	csv row 86	high	player-facing TextAsset CSV payload
…	resources.assets	TextAsset	dialogues	160	m_Script[help_explore_scuba_03].WOMAN	csv row 86	high	player-facing TextAsset CSV payload
Dang, you’re no fun, bud! Welp, we might need it later for a more important time though…	resources.assets	TextAsset	dialogues	160	m_Script[help_explore_scuba_04].MAN	csv row 87	high	player-facing TextAsset CSV payload
…	resources.assets	TextAsset	dialogues	160	m_Script[help_explore_scuba_04].WHO	csv row 87	high	player-facing TextAsset CSV payload
…	resources.assets	TextAsset	dialogues	160	m_Script[help_explore_scuba_04].WOMAN	csv row 87	high	player-facing TextAsset CSV payload
.. Look what I’ve got! It’s heavy, but might’ve been worth hauling up from the bottom!	resources.assets	TextAsset	dialogues	160	m_Script[help_explore_win_01].MAN	csv row 89	high	player-facing TextAsset CSV payload
…	resources.assets	TextAsset	dialogues	160	m_Script[help_explore_win_01].WHO	csv row 89	high	player-facing TextAsset CSV payload
…	resources.assets	TextAsset	dialogues	160	m_Script[help_explore_win_01].WOMAN	csv row 89	high	player-facing TextAsset CSV payload
..Nevertheless, I broke the gear. This sea’s no joke. I almost got hurt myself, too! Glad I didn’t.	resources.assets	TextAsset	dialogues	160	m_Script[help_explore_win_02].MAN	csv row 90	high	player-facing TextAsset CSV payload
…	resources.assets	TextAsset	dialogues	160	m_Script[help_explore_win_02].WHO	csv row 90	high	player-facing TextAsset CSV payload
…	resources.assets	TextAsset	dialogues	160	m_Script[help_explore_win_02].WOMAN	csv row 90	high	player-facing TextAsset CSV payload
Tell you what! Hand me some of that bait.. I’ll try fishing myself. We’ll eat for days, mark my words!	resources.assets	TextAsset	dialogues	160	m_Script[help_fishing_01].MAN	csv row 91	high	player-facing TextAsset CSV payload
…	resources.assets	TextAsset	dialogues	160	m_Script[help_fishing_01].WHO	csv row 91	high	player-facing TextAsset CSV payload
…	resources.assets	TextAsset	dialogues	160	m_Script[help_fishing_01].WOMAN	csv row 91	high	player-facing TextAsset CSV payload
What do you say?	resources.assets	TextAsset	dialogues	160	m_Script[help_fishing_02].MAN	csv row 92	high	player-facing TextAsset CSV payload
…	resources.assets	TextAsset	dialogues	160	m_Script[help_fishing_02].WHO	csv row 92	high	player-facing TextAsset CSV payload
…	resources.assets	TextAsset	dialogues	160	m_Script[help_fishing_02].WOMAN	csv row 92	high	player-facing TextAsset CSV payload
Ho-ho! Well then.. I wanna see you catching more fish than I could, buddy!	resources.assets	TextAsset	dialogues	160	m_Script[help_fishing_03].MAN	csv row 93	high	player-facing TextAsset CSV payload
Whoops.. The greedy fishes just took our bait… At least they are not hungry anymore, yeah?	resources.assets	TextAsset	dialogues	160	m_Script[help_fishing_lose_01].MAN	csv row 95	high	player-facing TextAsset CSV payload
…	resources.assets	TextAsset	dialogues	160	m_Script[help_fishing_lose_01].WHO	csv row 95	high	player-facing TextAsset CSV payload
…	resources.assets	TextAsset	dialogues	160	m_Script[help_fishing_lose_01].WOMAN	csv row 95	high	player-facing TextAsset CSV payload
Look at that, buddy! That is my catch. Pretty neat, isn’t it?	resources.assets	TextAsset	dialogues	160	m_Script[help_fishing_win_01].MAN	csv row 94	high	player-facing TextAsset CSV payload
…	resources.assets	TextAsset	dialogues	160	m_Script[help_fishing_win_01].WHO	csv row 94	high	player-facing TextAsset CSV payload
…	resources.assets	TextAsset	dialogues	160	m_Script[help_fishing_win_01].WOMAN	csv row 94	high	player-facing TextAsset CSV payload
…	resources.assets	TextAsset	dialogues	160	m_Script[help_fixing_01].MAN	csv row 96	high	player-facing TextAsset CSV payload
…	resources.assets	TextAsset	dialogues	160	m_Script[help_fixing_01].WHO	csv row 96	high	player-facing TextAsset CSV payload
Looks like some of our stuff is broken... I- I think I can help fix it!	resources.assets	TextAsset	dialogues	160	m_Script[help_fixing_01].WOMAN	csv row 96	high	player-facing TextAsset CSV payload
…	resources.assets	TextAsset	dialogues	160	m_Script[help_fixing_02].MAN	csv row 97	high	player-facing TextAsset CSV payload
…	resources.assets	TextAsset	dialogues	160	m_Script[help_fixing_02].WHO	csv row 97	high	player-facing TextAsset CSV payload
Should I give this one a try?	resources.assets	TextAsset	dialogues	160	m_Script[help_fixing_02].WOMAN	csv row 97	high	player-facing TextAsset CSV payload
Oh... s- so you're saying it's beyond repair… right?	resources.assets	TextAsset	dialogues	160	m_Script[help_fixing_03].WOMAN	csv row 98	high	player-facing TextAsset CSV payload
